name,price,promo_price,promo_start,promo_final,image,description
Armário de Cozinha Completa 270cm Stella Madesa 11,6239.99,2362.99,,,https://americanas.vtexassets.com/arquivos/ids/36905494/Armario-de-Cozinha-Completa-270cm-Stella-Madesa-11.jpg?v=638977919449500000,Armário de Cozinha Completa 270cm Stella Madesa 11
Armário de Cozinha Completa 310cm Lux Madesa 01,10679.99,4164.99,,,https://americanas.vtexassets.com/arquivos/ids/35751434/Armario-de-Cozinha-Completa-310cm-Lux-Madesa-01.jpg?v=638890599427800000,Armário de Cozinha Completa 310cm Lux Madesa 01
Armário de Cozinha Completa 310cm Rustic/Cinza Lux Madesa 02,10679.99,4164.99,,,https://americanas.vtexassets.com/arquivos/ids/32434906/Armario-de-Cozinha-Completa-310cm-Rustic-Cinza-Lux-Madesa-02.jpg?v=638851716397870000,Armário de Cozinha Completa 310cm Rustic/Cinza Lux Madesa 02
Conjunto Sala de Jantar Madesa Cassia Mesa Tampo de Vidro com 2 Cadeiras,1639.99,654.49,,,https://americanas.vtexassets.com/arquivos/ids/35838185/Conjunto-Sala-de-Jantar-Madesa-Cassia-Mesa-Tampo-de-Vidro-com-2-Cadeiras.jpg?v=638905368942070000,Conjunto Sala de Jantar Madesa Cassia Mesa Tampo de Vidro com 2 Cadeiras
Conjunto Sala de Jantar Mesa Tampo de Vidro 6 Cadeiras Rustic/Sintético Bege Isla Madesa,2119.99,849.99,,,https://americanas.vtexassets.com/arquivos/ids/35843805/Conjunto-Sala-de-Jantar-Mesa-Tampo-de-Vidro-6-Cadeiras-Rustic-Sintetico-Bege-Isla-Madesa.jpg?v=638905378489830000,Conjunto Sala de Jantar Mesa Tampo de Vidro 6 Cadeiras Rustic/Sintético Bege Isla Madesa
Torre Quente Madesa Glamy 70 cm 3 Portas - Branco/Rustic,2059.99,829.98,,,https://americanas.vtexassets.com/arquivos/ids/35564398/Torre-Quente-Madesa-Glamy-70-cm-3-Portas---Branco-Rustic.jpg?v=638887272984700000,Torre Quente Madesa Glamy 70 cm 3 Portas - Branco/Rustic
Armário de Cozinha Completa 549cm Glamy Madesa 01,12239.99,4759.99,,,https://americanas.vtexassets.com/arquivos/ids/35738419/Armario-de-Cozinha-Completa-549cm-Glamy-Madesa-01.jpg?v=638890590822000000,Armário de Cozinha Completa 549cm Glamy Madesa 01
Armário de Cozinha Completa 270cm Rustic/Branco Glamy Madesa 15,4119.99,1699.99,,,https://americanas.vtexassets.com/arquivos/ids/35750601/Armario-de-Cozinha-Completa-270cm-Rustic-Branco-Glamy-Madesa-15.jpg?v=638890598851800000,Armário de Cozinha Completa 270cm Rustic/Branco Glamy Madesa 15
Balcão de Pia Madesa Glamy 120 cm 2 Portas (Com Tampo) - Branco/Preto,1479.99,609.99,,,https://americanas.vtexassets.com/arquivos/ids/35893878/Balcao-de-Pia-Madesa-Glamy-120-cm-2-Portas--Com-Tampo----Branco-Preto.jpg?v=638920018853400000,Balcão de Pia Madesa Glamy 120 cm 2 Portas (Com Tampo) - Branco/Preto
Cozinha Completa de Canto Madesa Agata 459001 com Armário e Balcão (Sem Tampo e Pia) - Branco/Preto,7779.99,3229.99,,,https://americanas.vtexassets.com/arquivos/ids/35907351/Cozinha-Completa-de-Canto-Madesa-Agata-459001-com-Armario-e-Balcao--Sem-Tampo-e-Pia----Branco-Preto.jpg?v=638920032541700000,Cozinha Completa de Canto Madesa Agata 459001 com Armário e Balcão (Sem Tampo e Pia) - Branco/Preto
Balcão Madesa Agata 40 cm 1 Porta - Rustic/Branco,899.99,379.98,,,https://americanas.vtexassets.com/arquivos/ids/35895423/Balcao-Madesa-Agata-40-cm-1-Porta---Rustic-Branco.jpg?v=638920020324000000,Balcão Madesa Agata 40 cm 1 Porta - Rustic/Branco
Paneleiro Madesa Emilly 2 Portas - Rustic/Cinza,559.99,237.99,,,https://americanas.vtexassets.com/arquivos/ids/35645008/Paneleiro-Madesa-Emilly-2-Portas---Rustic-Cinza.jpg?v=638887762732000000,Paneleiro Madesa Emilly 2 Portas - Rustic/Cinza
Armário de Cozinha Compacta 160cm Branco/Preto Glamy Madesa 07,2779.99,1189.99,,,https://americanas.vtexassets.com/arquivos/ids/32434333/Armario-de-Cozinha-Compacta-160cm-Branco-Preto-Glamy-Madesa-07.jpg?v=638851715225000000,Armário de Cozinha Compacta 160cm Branco/Preto Glamy Madesa 07
Conjunto Sala de Jantar Mesa Tampo de Madeira 4 Cadeiras Rustic/Crema/Preto Samara Madesa,1179.99,509.99,,,https://americanas.vtexassets.com/arquivos/ids/35843390/Conjunto-Sala-de-Jantar-Mesa-Tampo-de-Madeira-4-Cadeiras-Rustic-Crema-Preto-Samara-Madesa.jpg?v=638905370758130000,Conjunto Sala de Jantar Mesa Tampo de Madeira 4 Cadeiras Rustic/Crema/Preto Samara Madesa
Armário Aéreo Madesa Glamy 40 cm 1 Porta - Rustic/Preto,679.99,299.98,,,https://americanas.vtexassets.com/arquivos/ids/35905173/Armario-Aereo-Madesa-Glamy-40-cm-1-Porta---Rustic-Preto.jpg?v=638920030401400000,Armário Aéreo Madesa Glamy 40 cm 1 Porta - Rustic/Preto
Cama Box Baú com Colchão de Espuma D33 Enrolado Sonno Full - Umaflex Solteiro 88cm,2116.7,1026.46,,,https://americanas.vtexassets.com/arquivos/ids/37346624/Cama-Box-Bau-com-Colchao-de-Espuma-D33-Enrolado-Sonno-Full---Umaflex-Solteiro-88cm.jpg?v=639094365625300000,Cama Box Baú com Colchão de Espuma D33 Enrolado Sonno Full - Umaflex Solteiro 88cm
Cama Box com Colchão de Espuma D45 Pillow Top Strong One Face + Auxiliar de Espuma Unique Solteiro 88cm,2376.7,1150.96,,,https://americanas.vtexassets.com/arquivos/ids/35795079/Cama-Box-com-Colchao-de-Espuma-D45-Pillow-Top-Strong-One-Face---Auxiliar-de-Espuma-Unique-Solteiro-88cm.jpg?v=638900096532900000,Cama Box com Colchão de Espuma D45 Pillow Top Strong One Face + Auxiliar de Espuma Unique Solteiro 88cm
Mesa de Jantar Retangular com Tampo de Vidro Rubi Off White 160 cm,1759.99,932.66,,,https://americanas.vtexassets.com/arquivos/ids/35877367/Mesa-de-Jantar-Retangular-com-Tampo-de-Vidro-Rubi-Off-White-160-cm.jpg?v=638919121837570000,Mesa de Jantar Retangular com Tampo de Vidro Rubi Off White 160 cm
Armário de Cozinha Compacta com Vidro Reflecta Proença Ripado 8 Portas 8 Gavetas Nude e Nogueira,8179.99,4293.52,,,https://americanas.vtexassets.com/arquivos/ids/36947253/Armario-de-Cozinha-Compacta-com-Vidro-Reflecta-Proenca-Ripado-8-Portas-8-Gavetas-Nude-e-Nogueira.jpg?v=638989821562230000,Armário de Cozinha Compacta com Vidro Reflecta Proença Ripado 8 Portas 8 Gavetas Nude e Nogueira
Armário de Cozinha Compacta com Vidro Reflecta Proença Ripado 8 Portas 9 Gavetas Nude e Nogueira,7439.99,3985.63,,,https://americanas.vtexassets.com/arquivos/ids/36947264/Armario-de-Cozinha-Compacta-com-Vidro-Reflecta-Proenca-Ripado-8-Portas-9-Gavetas-Nude-e-Nogueira.jpg?v=638989821568900000,Armário de Cozinha Compacta com Vidro Reflecta Proença Ripado 8 Portas 9 Gavetas Nude e Nogueira
